,snail_genus,leaf_width,leaf_length,leaf_surface,shell_height,shell_color,shell_radius
702,Flexorus,73.0,24.0,waxy,-3.284429849608346,dark,-0.5501715181418276
573,Flexorus,77.0,28.0,waxy,-0.3633667261467714,dark,-0.14413267240069774
725,Flexorus,72.0,33.0,waxy,9.067891435707619,dark,1.0749768102112747
517,Flexorus,72.0,25.0,waxy,-2.469965757842044,dark,-0.47816856044342304
728,Flexorus,72.0,23.0,waxy,10.508788669023737,dark,1.0613362578185839
516,Flexorus,69.0,36.0,waxy,-4.104546214983983,dark,-0.6861713606997145
741,Flexorus,71.0,30.0,waxy,2.262577331843185,yellow,0.026351833659352564
514,Flexorus,74.0,25.0,waxy,8.925247883984898,dark,0.9517163331546029
512,Flexorus,76.0,28.0,waxy,-3.5726174713025,dark,-0.28280747089749964
686,Flexorus,70.0,77.0,waxy,3.7950761789170597,dark,0.23619671024172495
632,Flexorus,77.0,34.0,waxy,7.980119060893672,yellow,0.8903585715922392
670,Flexorus,69.0,36.0,waxy,-13.528993236821194,dark,-1.8871921394707383
668,Flexorus,69.0,33.0,waxy,-2.628424826678752,dark,-0.33773115235847023
633,Flexorus,67.0,31.0,waxy,-1.1074596906454728,dark,-0.20723151370998039
598,Flexorus,68.0,29.0,waxy,7.719253339891888,dark,1.210093027163372
593,Flexorus,79.0,29.0,waxy,-16.252050333565816,dark,-2.043282020661954
700,Flexorus,72.0,40.0,waxy,16.75064646646077,dark,2.121823476900046
701,Flexorus,72.0,33.0,waxy,4.1072317156792275,dark,0.36850518622965023
590,Flexorus,75.0,27.0,waxy,3.604533417649153,dark,0.2207561876012144
588,Flexorus,70.0,28.0,waxy,4.323594902133482,dark,0.42119992805742323
587,Flexorus,72.0,32.0,waxy,-3.0821777661459606,dark,-0.4786375292513577
585,Flexorus,73.0,33.0,waxy,-11.39526368292831,dark,-1.4788627647109578
583,Flexorus,74.0,25.0,waxy,10.145607425471933,dark,1.3158083271276266
581,Flexorus,71.0,31.0,waxy,-17.386307153662358,dark,-2.3458510168625124
614,Flexorus,75.0,23.0,waxy,-5.147586700635026,dark,-0.8157638784358759
703,Flexorus,69.0,79.0,waxy,-5.124740693052916,yellow,-1.0242052010074632
682,Flexorus,68.0,35.0,waxy,-9.420474077189446,dark,-1.5386450112877879
659,Flexorus,71.0,30.0,waxy,-1.217598204042918,dark,-0.2928838811617416
689,Flexorus,7.0,61.0,waxy,-16.393209040464935,dark,-2.265152687330772
653,Flexorus,73.0,36.0,waxy,3.205411614784156,dark,0.32260689880987353
652,Flexorus,67.0,25.0,waxy,1.7353424442816656,dark,-0.06730037006849429
651,Flexorus,76.0,28.0,waxy,-8.968779599818914,dark,-1.5277930160170141
661,Flexorus,65.0,26.0,waxy,12.017555747502662,dark,1.3067941809245835
662,Flexorus,70.0,31.0,waxy,-2.604003054108824,dark,-0.523424091306514
667,Flexorus,76.0,27.0,waxy,-11.01348097328955,dark,-1.4483157863381961
650,Flexorus,74.0,22.0,waxy,-2.6537773602772647,dark,-0.47938598897169954
646,Flexorus,72.0,30.0,waxy,6.084382922886924,dark,0.4378147736585935
645,Flexorus,69.0,42.0,waxy,-1.905783034668918,dark,-0.2831179689489293
677,Flexorus,65.0,20.0,waxy,8.213443274368695,dark,0.8483805034798263
790,Flexorus,72.0,67.0,waxy,3.5328897176672207,dark,0.33371193642999186
552,Flexorus,77.0,78.0,waxy,-3.308020999804717,dark,-0.599756666814058
744,Flexorus,73.0,33.0,waxy,-1.2459024253823314,dark,-0.32582211608381756
553,Flexorus,71.0,39.0,waxy,3.4751929758788216,dark,-0.024653762074569242
551,Flexorus,76.0,27.0,waxy,-8.341974751877622,dark,-1.0552886847410181
550,Flexorus,68.0,33.0,waxy,3.1734458974346826,dark,0.10844163070319782
548,Flexorus,71.0,30.0,waxy,-17.54202551873236,dark,-2.199568119236549
546,Flexorus,71.0,22.0,waxy,1.913220233216131,dark,0.2638232801809398
541,Flexorus,73.0,38.0,waxy,-0.033667958188331425,dark,0.06462758307275086
539,Flexorus,70.0,39.0,waxy,6.233808620596931,dark,0.747427232114895
713,Flexorus,71.0,33.0,waxy,-4.144482433871771,dark,-0.5762539769677356
720,Flexorus,72.0,28.0,waxy,11.081502575773072,dark,1.30377880949858
721,Flexorus,66.0,34.0,waxy,1.5336921531735452,dark,0.06265772031455118
537,Flexorus,69.0,31.0,waxy,-7.314995088047442,dark,-1.3269634910765817
559,Flexorus,73.0,31.0,waxy,4.963383220084041,dark,0.4967001739452251
630,Flexorus,72.0,72.0,waxy,-10.07991261452796,yellow,-1.5093624940885837
532,Flexorus,78.0,33.0,waxy,-6.0866599302147195,dark,-0.9855941684576233
528,Flexorus,76.0,37.0,waxy,6.414791921161132,yellow,0.7476406926188529
527,Flexorus,74.0,34.0,waxy,3.622132036583389,dark,0.4034745087334423
525,Flexorus,74.0,23.0,waxy,-9.271944173484197,dark,-1.2615329147298455
723,Flexorus,77.0,35.0,waxy,-1.3873837645447151,dark,-0.1594823644213994
580,Flexorus,71.0,24.0,waxy,7.34084384559273,dark,0.8429703979224084
687,Flexorus,72.0,31.0,waxy,21.705893509200486,dark,2.722489521621783
736,Flexorus,24.0,18.0,waxy,-14.884799809688271,dark,-1.6905617525694623
821,Flexorus,25.0,17.0,waxy,3.997164718298693,dark,0.5547286560627458
753,Flexorus,22.0,9.0,waxy,-6.110771434690832,dark,-1.0120684146087109
755,Flexorus,28.0,23.0,waxy,3.6308054326922345,dark,0.4454895211441191
722,Flexorus,72.0,27.0,waxy,-0.8232568795656681,dark,-0.16710685346331744
697,Flexorus,62.0,33.0,waxy,-9.708972214218587,dark,-1.2160438634887836
562,Flexorus,67.0,39.0,waxy,12.46329101164544,dark,1.5571205871998064
563,Flexorus,68.0,33.0,waxy,0.5811258505400059,dark,0.1243534046937407
805,Flexorus,71.0,69.0,waxy,0.8672166291865396,dark,0.04424044182306199
509,Flexorus,73.0,35.0,waxy,18.991076171000824,dark,2.2732551578888365
508,Flexorus,74.0,23.0,waxy,-0.3748354355021081,dark,-0.19795694258624585
747,Flexorus,71.0,28.0,waxy,-4.450483080453223,dark,-0.7999155324160232
503,Flexorus,77.0,41.0,waxy,-3.520408819602375,dark,-0.5646898817149225
502,Flexorus,71.0,33.0,waxy,-12.021897846388965,dark,-1.7606957844710502
500,Flexorus,72.0,31.0,waxy,-2.1293838444020814,dark,-0.032281043955606104
751,Flexorus,71.0,27.0,waxy,5.423650627758039,dark,0.6073998366468798
499,Flexorus,74.0,31.0,waxy,-9.638086887442181,dark,-1.4320724882363192
757,Flexorus,74.0,29.0,waxy,7.346015098124286,dark,0.8352429494984566
495,Flexorus,73.0,24.0,waxy,4.673868293053311,dark,0.4260380900968146
709,Flexorus,71.0,31.0,waxy,-18.086073234789414,dark,-2.2369674615084425
758,Flexorus,70.0,21.0,waxy,0.0316603789670911,dark,-0.014080086138392784
490,Flexorus,70.0,34.0,waxy,-16.747577453490873,dark,-2.0750406567298776
404,Flexorus,73.0,74.0,waxy,7.780038921083782,dark,1.0232808149656558
488,Flexorus,73.0,33.0,waxy,-6.064065627239912,dark,-0.8932379434636943
762,Flexorus,64.0,29.0,waxy,10.63220333871895,yellow,1.2755872780892477
521,Flexorus,72.0,31.0,waxy,2.4384285617955745,yellow,0.2578830254922887
706,Flexorus,76.0,32.0,waxy,3.522809067340738,yellow,0.5308057509885589
523,Flexorus,74.0,28.0,waxy,-3.4575511032061907,yellow,-0.5934299807684363
524,Flexorus,75.0,28.0,waxy,12.393263291548674,yellow,1.7214208753717086
570,Flexorus,74.0,25.0,waxy,-1.9521715873160812,yellow,-0.0953605305749217
565,Flexorus,74.0,31.0,waxy,1.6278758441432453,yellow,-0.02632761802083514
707,Flexorus,69.0,28.0,waxy,10.948723145955423,yellow,1.6245008091197766
492,Flexorus,68.0,31.0,waxy,-2.072501100613018,yellow,-0.2844105166599293
602,Flexorus,72.0,30.0,waxy,-1.6305130339083314,yellow,-0.08598995397958019
599,Flexorus,67.0,28.0,waxy,10.135317581442356,yellow,1.4406654310706593
604,Flexorus,70.0,39.0,waxy,0.5459514305642128,yellow,-0.030367161044240733
776,Flexorus,74.0,32.0,waxy,-0.286846700025631,yellow,-0.14189555905912019
574,Flexorus,67.0,62.0,smooth,-6.1274358977723,yellow,-0.9855502109213571
459,Flexorus,77.0,28.0,waxy,-1.2513394044601496,yellow,-0.4427325838862195
775,Flexorus,73.0,27.0,waxy,-10.14311988159018,yellow,-1.527576984196213
783,Flexorus,70.0,28.0,waxy,1.745211396437845,yellow,0.09712656707245879
476,Flexorus,68.0,17.0,waxy,0.7502534335582727,yellow,-0.19208911604727294
480,Flexorus,81.0,28.0,waxy,4.317693420168793,yellow,0.5887969950731408
482,Flexorus,71.0,29.0,waxy,5.724309529583205,yellow,0.6905945725670541
654,Flexorus,68.0,34.0,waxy,11.730084684918342,yellow,1.622621385482938
804,Flexorus,66.0,35.0,waxy,6.023015442234674,yellow,0.6107025770288181
798,Flexorus,72.0,29.0,waxy,15.23906728388497,yellow,2.1451751844942866
401,Flexorus,74.0,21.0,waxy,-3.4177497001133297,yellow,-0.3303437980559573
390,Flexorus,43.0,38.0,waxy,-9.97758286669768,yellow,-1.665472983001522
400,Flexorus,70.0,41.0,waxy,1.64665254769394,yellow,0.49378764910174366
398,Flexorus,78.0,24.0,waxy,0.6268727427148025,yellow,-0.04443202929348234
394,Flexorus,73.0,26.0,waxy,-15.369409211897654,yellow,-2.580442378421687
392,Flexorus,76.0,29.0,waxy,4.366177602731735,yellow,0.4860415496186322
391,Flexorus,72.0,26.0,waxy,5.4123213146986116,yellow,0.4642693159887935
389,Flexorus,71.0,21.0,waxy,1.32083356480223,yellow,-0.2109421848700943
819,Flexorus,74.0,28.0,waxy,1.1474955286725188,yellow,0.0804069877516304
820,Flexorus,75.0,32.0,waxy,3.472314987325896,yellow,0.004534268334708426
603,Flexorus,64.0,20.0,waxy,8.167179291092198,yellow,1.3408046619849825
387,Flexorus,71.0,35.0,waxy,-1.1582820370022844,yellow,-0.3184246616626615
540,Flexorus,73.0,66.0,smooth,-7.552990968105338,yellow,-1.276781809014242
385,Flexorus,76.0,28.0,waxy,-5.398857654261447,yellow,-0.8191479873399906
461,Flexorus,73.0,26.0,waxy,7.786000267091315,yellow,1.0058428869698446
466,Flexorus,73.0,21.0,waxy,-1.3659798928609548,yellow,-0.5002662787522365
533,Flexorus,41.0,72.0,smooth,1.184405882982039,yellow,0.35489941306901285
491,Flexorus,46.0,71.0,smooth,-4.31732916667731,yellow,-0.7454037589019129
458,Flexorus,71.0,30.0,waxy,3.6029183577670842,yellow,0.317681582750198
457,Flexorus,68.0,35.0,waxy,6.435626490956563,yellow,0.7730593620176798
473,Flexorus,73.0,34.0,waxy,-5.468444127646373,yellow,-1.024319503654474
485,Flexorus,79.0,30.0,waxy,-8.575723919399767,yellow,-1.2527927603456142
787,Flexorus,69.0,25.0,waxy,4.812739068356053,yellow,0.3932371938576077
789,Flexorus,68.0,30.0,waxy,0.3147783343420922,yellow,-0.20637908475543867
791,Flexorus,72.0,26.0,waxy,0.18641321360279675,yellow,0.036343036209725274
793,Flexorus,74.0,30.0,waxy,-2.1406267691686347,yellow,-0.40057498664737246
454,Flexorus,74.0,32.0,waxy,1.0834790175016198,yellow,0.04668784652977112
773,Flexorus,71.0,32.0,waxy,3.5135270329322252,yellow,0.2932490939361306
484,Flexorus,72.0,22.0,waxy,-3.06772580857299,yellow,-0.5877642844274947
784,Flexorus,76.0,29.0,waxy,-2.0010495469016476,yellow,-0.2933026792889798
481,Flexorus,63.0,24.0,waxy,-11.23371804234616,yellow,-1.8416042848457255
782,Flexorus,68.0,35.0,waxy,-2.343978532605879,yellow,-0.4650857047833074
472,Flexorus,67.0,26.0,waxy,3.1961403777080606,yellow,0.4787059107160413
471,Flexorus,78.0,24.0,waxy,13.720855997405058,yellow,1.8813592881635162
469,Flexorus,79.0,21.0,waxy,-2.1896582806279894,yellow,-0.30357503183163653
475,Flexorus,70.0,28.0,waxy,6.202522192118932,yellow,0.9435477424180414
779,Flexorus,73.0,21.0,waxy,7.54957885137495,yellow,0.8034990929916217
777,Flexorus,70.0,38.0,waxy,6.152511150801437,yellow,0.655146243946237
468,Flexorus,69.0,34.0,waxy,11.735241893609027,yellow,1.6324284094743735
463,Flexorus,68.0,32.0,waxy,19.311372226944567,yellow,2.5655609424061843
384,Flexorus,70.0,35.0,waxy,2.156828573286901,dark,0.24386478591693042
388,Flexorus,67.0,35.0,waxy,8.689035066716347,dark,0.9699000305926636
422,Flexorus,76.0,34.0,waxy,18.512070022710272,yellow,2.3561377683246563
424,Flexorus,71.0,25.0,waxy,-0.20581483658057062,yellow,-0.22841803878325947
812,Flexorus,78.0,37.0,waxy,12.197480470704184,dark,1.7002028776729918
423,Flexorus,75.0,34.0,waxy,-9.244801920534616,yellow,-1.3021263777296004
383,Flexorus,70.0,28.0,waxy,-2.765278724339717,yellow,-0.4843640657157801
419,Flexorus,74.0,33.0,waxy,-8.905580978116697,yellow,-1.2217301312185176
418,Flexorus,72.0,28.0,waxy,10.674858538397709,dark,1.4271650110146652
417,Flexorus,78.0,40.0,waxy,-3.2764657696213257,yellow,-0.5226324015233381
814,Flexorus,73.0,38.0,waxy,9.629790306057883,dark,0.9987429158237274
408,Flexorus,72.0,25.0,waxy,2.9936543216927958,dark,0.12118475932408294
815,Flexorus,72.0,23.0,waxy,8.077932999940327,yellow,1.2768076822299856
407,Flexorus,71.0,41.0,waxy,-6.836172139590807,yellow,-0.8194496852287907
403,Flexorus,72.0,32.0,waxy,6.413250929265504,yellow,0.43934755058201463
765,Flexorus,71.0,25.0,waxy,8.15820239777209,dark,0.9031517024448766
749,Flexorus,69.0,24.0,waxy,-12.382303438589243,yellow,-1.96684771004953
487,Flexorus,73.0,21.0,waxy,-3.6289679356518363,yellow,-0.5405908746525245
683,Flexorus,75.0,37.0,waxy,1.9310298584000318,yellow,0.2300684213877674
690,Flexorus,72.0,26.0,waxy,-8.133836101475847,dark,-1.314591702873839
613,Flexorus,73.0,33.0,waxy,0.647302229059487,yellow,0.05461803544028772
693,Flexorus,76.0,30.0,waxy,8.87633648982843,yellow,0.9333897825248191
608,Flexorus,71.0,32.0,waxy,-4.170988193929996,yellow,-0.913450389212003
695,Flexorus,70.0,32.0,waxy,-2.9208771094485737,yellow,-0.6285940533849125
806,Flexorus,70.0,26.0,waxy,0.13910012057081758,yellow,-0.13999359641778295
607,Flexorus,69.0,32.0,waxy,-5.5733625339024755,yellow,-0.98182526661944
431,Flexorus,75.0,41.0,waxy,17.098811455182467,yellow,2.080862655716776
436,Flexorus,63.0,36.0,waxy,9.679927311118776,yellow,1.1399869305935397
696,Flexorus,73.0,32.0,waxy,0.8368385935665548,yellow,0.3295236839119552
818,Flexorus,74.0,31.0,waxy,5.776922783784251,yellow,0.5273532814651957
451,Flexorus,68.0,31.0,waxy,15.96603499709512,yellow,2.0387031470017396
402,Flexorus,67.0,22.0,waxy,6.404646169849883,yellow,0.6211631228079486
405,Flexorus,70.0,25.0,waxy,-12.17991896738595,yellow,-1.8672503856190787
435,Flexorus,68.0,20.0,waxy,-1.9661964217889971,yellow,-0.30633449645158806
520,Flexorus,47.0,32.0,hairy,9.674867949510977,yellow,1.1879371920648456
740,Flexorus,58.0,36.0,hairy,5.387077440839341,yellow,0.7450622266260211
446,Flexorus,76.0,18.0,waxy,9.752358806798556,yellow,1.2236954051120492
716,Flexorus,44.0,66.0,hairy,3.0222451885604356,yellow,0.15389271272169247
803,Flexorus,75.0,24.0,waxy,-9.7026965260657,yellow,-1.2141617892060041
444,Flexorus,73.0,31.0,waxy,-6.0134877482946365,yellow,-0.6452187396773248
443,Flexorus,71.0,32.0,waxy,3.3722858903984094,yellow,0.26446381835944044
426,Flexorus,72.0,109.0,waxy,-10.59474327364686,yellow,-1.5452128173417228
442,Flexorus,75.0,35.0,waxy,2.1937273224396403,yellow,0.26207996201751793
456,Flexorus,73.0,112.0,waxy,11.594188089234136,yellow,1.3741799635106893
522,Flexorus,15.0,35.0,hairy,0.1618162951007518,yellow,0.2540729486990882
799,Flexorus,68.0,39.0,waxy,11.87964055163855,yellow,1.5412317348505278
867,Caracolus,20.0,115.0,smooth,6.879006869817497,yellow,1.1688967944299677
879,Caracolus,20.0,107.0,smooth,6.749993943524388,yellow,1.1527793883318769
1090,Caracolus,25.0,19.0,waxy,-2.2887796918217522,yellow,-0.48073644985658465
1073,Caracolus,23.0,109.0,waxy,1.231867247898236,yellow,0.06439275603350057
1074,Caracolus,18.0,101.0,waxy,2.5927303537999387,yellow,0.10633774844327497
981,Caracolus,15.0,101.0,waxy,8.446270011209581,yellow,1.6754829640381903
1072,Caracolus,24.0,104.0,smooth,-3.8869208993871633,yellow,-0.871694018050432
845,Caracolus,20.0,110.0,smooth,-7.256331564544409,yellow,-1.4653218916998538
1157,Caracolus,23.0,32.0,waxy,2.685172459089896,yellow,0.39593511421464295
1177,Caracolus,20.0,97.0,smooth,-2.251491674423005,yellow,-0.33604625843154273
1054,Caracolus,15.0,110.0,waxy,4.3432654997144615,yellow,0.7926793640109805
855,Caracolus,19.0,113.0,smooth,-0.10915995485422676,yellow,0.09694460191313341
1061,Caracolus,19.0,105.0,waxy,5.451126726146766,yellow,0.8087687467012499
853,Caracolus,21.0,103.0,smooth,-3.3825283656035747,yellow,-0.5819646879438073
1066,Caracolus,24.0,106.0,waxy,-7.302923078107972,yellow,-1.656196376560995
847,Caracolus,17.0,108.0,smooth,-5.4727601755733355,yellow,-1.1443664443240598
1070,Caracolus,25.0,109.0,waxy,-0.4442388578528262,yellow,-0.231492942236379
1158,Caracolus,22.0,26.0,waxy,1.0310644212681348,yellow,-0.11247890948537523
1201,Caracolus,44.0,77.0,smooth,-7.152662315924893,yellow,-1.5346960774119345
1052,Caracolus,30.0,24.0,waxy,2.1045494552969974,yellow,0.09323734475887731
1167,Caracolus,29.0,19.0,waxy,-10.159044997672616,yellow,-1.951748960684653
864,Caracolus,21.0,21.0,waxy,3.332056964127102,yellow,0.5251381905685921
866,Caracolus,17.0,26.0,waxy,0.4015324177110624,yellow,0.006768469929338375
1048,Caracolus,17.0,19.0,waxy,1.8528105018056065,yellow,0.0882685997056397
1175,Caracolus,23.0,31.0,waxy,-8.75710793046503,yellow,-1.8320464333389623
875,Caracolus,20.0,23.0,waxy,-9.495706056311365,yellow,-1.861523633084203
876,Caracolus,26.0,22.0,waxy,12.717217296082502,yellow,2.3647158871535274
886,Caracolus,19.0,28.0,waxy,7.5941876038738965,yellow,1.270151986464067
910,Caracolus,18.0,22.0,waxy,3.3664309777503014,yellow,0.5160114987461907
856,Caracolus,27.0,20.0,waxy,7.4113506735367745,yellow,1.3585612157984621
1188,Caracolus,18.0,17.0,waxy,-3.973087854139486,yellow,-0.8642361750559505
1195,Caracolus,20.0,24.0,waxy,4.33505359739108,yellow,0.816635441122934
1058,Caracolus,28.0,99.0,smooth,1.3218332479638824,yellow,0.27152814215185594
1196,Caracolus,30.0,13.0,waxy,1.0112804830143316,yellow,0.1766634170799351
1198,Caracolus,25.0,26.0,waxy,4.569532232972621,yellow,0.6409307952344341
900,Caracolus,24.0,25.0,waxy,-1.7927370195440284,yellow,-0.4792831520544048
901,Caracolus,20.0,28.0,waxy,1.3219777014490182,yellow,0.32024026170132774
1132,Caracolus,47.0,30.0,waxy,3.508801866158046,yellow,0.5293136389551545
903,Caracolus,27.0,24.0,waxy,0.23830729705713366,yellow,0.12426489187596675
905,Caracolus,27.0,16.0,waxy,-0.4487478511134817,yellow,0.10508158260807138
1191,Caracolus,21.0,28.0,waxy,-5.406550301211999,yellow,-1.3129541888217606
885,Caracolus,22.0,116.0,smooth,3.9320762804981473,yellow,0.9487224318026889
1002,Caracolus,21.0,104.0,smooth,8.246886746056877,yellow,1.3401027441782147
1082,Caracolus,24.0,98.0,smooth,10.569483118975342,yellow,1.945414230620209
1119,Caracolus,16.0,56.0,waxy,3.5819141079833714,yellow,0.41552235614075705
1069,Caracolus,20.0,60.0,waxy,7.004895000462725,yellow,1.4787792796550234
833,Caracolus,13.0,56.0,waxy,1.7112298559340264,yellow,0.15352174522936216
1038,Caracolus,14.0,65.0,waxy,-3.3263492665384238,yellow,-0.7981379172468345
831,Caracolus,14.0,72.0,waxy,-11.049661822266323,yellow,-1.8284467532388855
1112,Caracolus,14.0,64.0,waxy,5.150907327073965,yellow,0.9075519068487428
911,Caracolus,16.0,68.0,waxy,3.129244160596117,yellow,0.4789396595244428
1034,Caracolus,17.0,56.0,waxy,9.805299256318602,yellow,1.695206803174544
891,Caracolus,10.0,71.0,waxy,3.983799755066177,yellow,0.5752378806906207
966,Caracolus,8.0,61.0,waxy,0.4718848597896829,yellow,0.022610331045451272
859,Caracolus,12.0,37.0,hairy,-3.7765011682686724,yellow,-0.43932452756864154
837,Caracolus,16.0,62.0,waxy,5.123532068666122,yellow,0.7075619989874862
829,Caracolus,16.0,34.0,hairy,0.6211840714197356,yellow,0.0982041885384974
904,Caracolus,68.0,107.0,waxy,1.5186613194102507,yellow,0.24620153569424014
842,Caracolus,51.0,66.0,hairy,-4.4554913643136995,yellow,-0.8362525289482631
933,Caracolus,46.0,64.0,waxy,1.6518985999679272,yellow,-0.04023186938796647
1102,Caracolus,47.0,69.0,hairy,6.937879071423625,yellow,1.0940804911695476
1051,Caracolus,47.0,71.0,smooth,0.47827077396049,yellow,-0.27756055307115574
860,Caracolus,40.0,85.0,smooth,0.032168382333586445,yellow,-0.23960181994218943
1049,Caracolus,44.0,70.0,smooth,12.778202734164662,yellow,1.9073235105417423
1092,Caracolus,48.0,71.0,smooth,6.137781260257665,yellow,0.6588961416411967
869,Caracolus,46.0,69.0,smooth,2.6785194503255774,yellow,0.3031767592119064
1228,Caracolus,43.0,70.0,smooth,2.113546150804845,yellow,0.3528086500129085
1130,Caracolus,50.0,82.0,smooth,-8.08050037273354,yellow,-1.608751551249476
902,Caracolus,74.0,28.0,hairy,-2.97690124593118,yellow,-0.5633199522571786
897,Caracolus,13.0,59.0,waxy,0.1862823322583996,yellow,-0.015382596279791744
1093,Caracolus,9.0,68.0,waxy,1.7671477751683673,yellow,0.1760299634598376
1192,Caracolus,8.0,61.0,waxy,-0.2312614263174245,yellow,-0.04896229599501809
1234,Caracolus,14.0,65.0,waxy,0.9946666699324086,yellow,-0.06439515798905994
1086,Caracolus,10.0,64.0,waxy,-3.718439607554433,yellow,-0.5149547920200714
1007,Caracolus,16.0,61.0,waxy,2.051480330220464,yellow,0.27509648333352676
1001,Caracolus,9.0,59.0,waxy,5.056507296748735,yellow,0.6412940833022757
1223,Caracolus,10.0,54.0,waxy,0.330270523714178,yellow,-0.032447360374411045
828,Caracolus,12.0,56.0,waxy,-6.671909255904727,yellow,-1.2781619121329866
851,Caracolus,11.0,50.0,waxy,-3.78112890152236,yellow,-0.845419475952406
1042,Caracolus,13.0,65.0,waxy,4.628456210791836,yellow,0.6755724587091675
852,Caracolus,5.0,69.0,waxy,-5.020917810516117,yellow,-1.0220881939418038
1156,Caracolus,11.0,62.0,waxy,-0.605138337844053,yellow,-0.5392889433567235
1062,Caracolus,8.0,55.0,waxy,10.992373338866587,yellow,2.05646475298353
1055,Caracolus,18.0,56.0,waxy,4.69660206677781,yellow,0.6997050228961808
861,Caracolus,19.0,61.0,waxy,-8.578070830899973,yellow,-1.5782350432775762
1133,Caracolus,10.0,56.0,waxy,-8.763380187736706,yellow,-1.667525074296593
1171,Caracolus,16.0,69.0,waxy,-5.851593203592403,yellow,-1.190947398990999
1128,Caracolus,7.0,70.0,waxy,-1.9297674900222674,yellow,-0.2714059214867586
873,Caracolus,8.0,60.0,waxy,-6.281348728555783,yellow,-1.0884367529004608
1176,Caracolus,11.0,55.0,waxy,-1.385068816186582,yellow,-0.24848417468741993
1125,Caracolus,12.0,63.0,waxy,-1.7296679167160511,yellow,-0.14549655259496785
1178,Caracolus,10.0,57.0,waxy,-1.052249395594401,yellow,-0.11984330586304073
1179,Caracolus,13.0,52.0,waxy,0.2301456290924978,yellow,-0.20785632275329455
1190,Caracolus,11.0,61.0,waxy,5.904617797669443,yellow,0.9399824817947268
916,Caracolus,12.0,58.0,waxy,-9.369288723803864,yellow,-1.768411760640027
888,Caracolus,11.0,62.0,waxy,-4.59804924198337,yellow,-0.9992708928934385
889,Caracolus,8.0,63.0,waxy,4.286260369510306,yellow,0.735512494536868
1226,Caracolus,47.0,62.0,smooth,4.5059810008932235,yellow,0.7971905990279228
1047,Caracolus,46.0,74.0,smooth,9.257934224427725,yellow,1.2729953926570567
1225,Caracolus,44.0,77.0,smooth,-14.356308873344997,yellow,-2.097134726156943
1236,Caracolus,44.0,73.0,smooth,-4.174438536728579,yellow,-0.8031157100693113
1186,Caracolus,44.0,79.0,smooth,2.531737256236266,yellow,0.45797004720119516
1187,Caracolus,40.0,67.0,smooth,7.019520110319694,dark,1.3795666426366926
1105,Caracolus,43.0,83.0,waxy,-0.3539363547817433,yellow,0.07473519698378807
950,Caracolus,45.0,76.0,smooth,6.619849345144143,dark,1.5567478638924819
954,Caracolus,46.0,76.0,smooth,8.51892994030306,dark,1.788384527574361
1194,Caracolus,45.0,77.0,smooth,2.683872387008759,dark,0.8562684882715804
956,Caracolus,47.0,82.0,smooth,12.847649557997551,dark,2.669055454842171
990,Caracolus,43.0,74.0,smooth,-3.899481179171761,dark,-1.1264363001853275
1026,Caracolus,44.0,75.0,smooth,2.721386734076953,dark,0.4255145830740175
1117,Caracolus,46.0,74.0,smooth,-1.012832764766031,dark,-0.23802785231075987
1208,Caracolus,46.0,83.0,smooth,2.483491719477499,dark,0.4844406541620821
968,Caracolus,49.0,74.0,smooth,1.1746672577172865,dark,0.021260679529577484
1106,Caracolus,47.0,83.0,smooth,2.397817881867039,dark,0.7914664808625276
1205,Caracolus,52.0,79.0,smooth,-2.6138588936675204,dark,-0.4703572581278613
1182,Caracolus,47.0,83.0,smooth,2.414590448001367,dark,0.568121852736158
914,Caracolus,49.0,80.0,smooth,0.8291099014898958,dark,0.06694892150746051
913,Caracolus,48.0,71.0,smooth,1.6892961956074468,dark,0.22796384818988574
1044,Caracolus,45.0,74.0,smooth,2.028963920806812,dark,0.5822778231368337
1109,Caracolus,52.0,75.0,waxy,5.435845360107799,dark,1.2773446604317669
883,Caracolus,43.0,81.0,smooth,-5.154350678951067,dark,-1.4330277934889308
1218,Caracolus,49.0,81.0,smooth,6.6643001197145395,dark,1.3974912828025152
1008,Caracolus,44.0,80.0,smooth,4.108967551664082,dark,0.7203094075327834
993,Caracolus,48.0,78.0,smooth,1.9322431231479815,dark,0.4307135898624023
1039,Caracolus,46.0,74.0,smooth,9.744565918252807,dark,2.0011300234459544
1011,Caracolus,47.0,79.0,smooth,1.556996595345536,dark,0.06097563559670535
1033,Caracolus,45.0,77.0,smooth,-0.37330463077720655,dark,-0.25178910711414093
986,Caracolus,6.0,57.0,waxy,-3.7260843027366723,dark,-0.9265255510939366
921,Caracolus,43.0,74.0,smooth,-2.0481681717023155,dark,-0.6850144958184462
1150,Caracolus,45.0,77.0,smooth,5.069545701606603,dark,1.0677537240929755
1169,Caracolus,73.0,22.0,hairy,0.718267643564518,dark,0.05303040812150347
877,Caracolus,48.0,66.0,smooth,9.014254659440503,yellow,1.1211976933857077
858,Caracolus,44.0,69.0,smooth,0.8455031576751079,dark,0.1824835275356658
1199,Caracolus,38.0,78.0,smooth,-2.2988768676365647,dark,-0.6480379460514041
1091,Caracolus,39.0,73.0,smooth,0.00606909039560443,dark,-0.0648663277001557
1140,Caracolus,33.0,77.0,smooth,-3.7320819495133093,dark,-1.1213270179258268
1077,Caracolus,44.0,79.0,smooth,-0.8350259041934686,dark,-0.13839407088642444
